Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 13:00:00,Costa Rica,Costa Rica,CR,37.75,72.68,91.76,91.76,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-01 14:00:00,Costa Rica,Costa Rica,CR,48.61,87.0,89.5,89.5,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-01 15:00:00,Costa Rica,Costa Rica,CR,47.76,87.98,89.59,89.59,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-01 16:00:00,Costa Rica,Costa Rica,CR,51.83,83.73,89.27,89.27,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-01 17:00:00,Costa Rica,Costa Rica,CR,44.29,82.69,90.45,90.45,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-01 18:00:00,Costa Rica,Costa Rica,CR,50.25,86.25,89.35,89.35,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-01 19:00:00,Costa Rica,Costa Rica,CR,54.06,88.29,88.64,88.63,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-01 20:00:00,Costa Rica,Costa Rica,CR,46.01,81.95,90.13,90.13,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-01 21:00:00,Costa Rica,Costa Rica,CR,44.19,81.4,90.3,90.3,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-01 22:00:00,Costa Rica,Costa Rica,CR,45.9,85.66,89.77,89.77,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-01 23:00:00,Costa Rica,Costa Rica,CR,42.51,79.64,90.62,90.62,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 00:00:00,Costa Rica,Costa Rica,CR,45.41,81.11,90.35,90.35,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 01:00:00,Costa Rica,Costa Rica,CR,48.34,84.43,89.81,89.81,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 02:00:00,Costa Rica,Costa Rica,CR,45.75,81.82,90.27,90.27,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 03:00:00,Costa Rica,Costa Rica,CR,42.02,77.55,90.92,90.92,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 04:00:00,Costa Rica,Costa Rica,CR,40.51,78.4,91.05,91.05,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 05:00:00,Costa Rica,Costa Rica,CR,44.39,81.21,90.4,90.4,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 06:00:00,Costa Rica,Costa Rica,CR,46.72,85.68,89.92,89.92,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 07:00:00,Costa Rica,Costa Rica,CR,47.64,83.75,89.9,89.89,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 08:00:00,Costa Rica,Costa Rica,CR,52.3,88.17,89.02,89.01,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 09:00:00,Costa Rica,Costa Rica,CR,52.1,87.71,89.07,89.07,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 10:00:00,Costa Rica,Costa Rica,CR,38.39,72.03,91.71,91.71,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 11:00:00,Costa Rica,Costa Rica,CR,37.57,71.59,91.8,91.8,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 12:00:00,Costa Rica,Costa Rica,CR,38.32,72.77,91.67,91.67,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 13:00:00,Costa Rica,Costa Rica,CR,39.85,74.58,91.42,91.42,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 14:00:00,Costa Rica,Costa Rica,CR,42.15,76.08,91.02,91.02,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 15:00:00,Costa Rica,Costa Rica,CR,41.85,76.69,91.03,91.03,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 16:00:00,Costa Rica,Costa Rica,CR,41.47,77.23,91.08,91.08,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 17:00:00,Costa Rica,Costa Rica,CR,45.3,79.89,90.34,90.34,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 18:00:00,Costa Rica,Costa Rica,CR,48.81,85.96,89.49,89.49,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 19:00:00,Costa Rica,Costa Rica,CR,54.04,90.57,88.42,88.42,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 20:00:00,Costa Rica,Costa Rica,CR,49.5,87.8,89.17,89.17,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 21:00:00,Costa Rica,Costa Rica,CR,43.9,83.98,90.17,90.17,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 22:00:00,Costa Rica,Costa Rica,CR,41.89,80.71,90.61,90.61,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 23:00:00,Costa Rica,Costa Rica,CR,42.87,80.32,90.54,90.54,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 00:00:00,Costa Rica,Costa Rica,CR,46.72,82.73,90.11,90.11,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 01:00:00,Costa Rica,Costa Rica,CR,48.59,84.66,89.79,89.79,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 02:00:00,Costa Rica,Costa Rica,CR,46.44,82.57,90.15,90.15,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 03:00:00,Costa Rica,Costa Rica,CR,42.66,78.25,90.82,90.82,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 04:00:00,Costa Rica,Costa Rica,CR,44.27,81.14,90.34,90.34,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 05:00:00,Costa Rica,Costa Rica,CR,46.32,82.57,90.06,90.05,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 06:00:00,Costa Rica,Costa Rica,CR,43.75,79.78,90.61,90.61,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 07:00:00,Costa Rica,Costa Rica,CR,46.18,81.69,90.19,90.19,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 08:00:00,Costa Rica,Costa Rica,CR,46.81,82.41,90.06,90.06,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 09:00:00,Costa Rica,Costa Rica,CR,45.06,80.07,90.44,90.44,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 10:00:00,Costa Rica,Costa Rica,CR,43.81,80.06,90.63,90.63,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 11:00:00,Costa Rica,Costa Rica,CR,41.0,77.0,91.11,91.1,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 12:00:00,Costa Rica,Costa Rica,CR,39.79,75.85,91.32,91.32,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 13:00:00,Costa Rica,Costa Rica,CR,37.63,73.13,91.74,91.74,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 14:00:00,Costa Rica,Costa Rica,CR,37.7,73.19,91.7,91.7,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 15:00:00,Costa Rica,Costa Rica,CR,39.12,75.73,91.33,91.33,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 16:00:00,Costa Rica,Costa Rica,CR,38.84,73.78,91.5,91.5,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 17:00:00,Costa Rica,Costa Rica,CR,41.13,77.2,90.97,90.97,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 18:00:00,Costa Rica,Costa Rica,CR,40.96,76.92,91.0,91.0,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 19:00:00,Costa Rica,Costa Rica,CR,40.9,77.55,90.94,90.94,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 20:00:00,Costa Rica,Costa Rica,CR,43.83,82.64,90.19,90.19,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 21:00:00,Costa Rica,Costa Rica,CR,44.25,83.72,90.05,90.05,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 22:00:00,Costa Rica,Costa Rica,CR,41.32,79.61,90.71,90.71,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 23:00:00,Costa Rica,Costa Rica,CR,41.09,78.01,90.89,90.89,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 00:00:00,Costa Rica,Costa Rica,CR,40.01,74.53,91.36,91.36,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 01:00:00,Costa Rica,Costa Rica,CR,41.15,75.59,91.17,91.17,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 02:00:00,Costa Rica,Costa Rica,CR,41.74,77.06,91.01,91.01,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 03:00:00,Costa Rica,Costa Rica,CR,41.11,76.39,91.1,91.1,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 04:00:00,Costa Rica,Costa Rica,CR,41.21,76.76,91.01,91.01,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 05:00:00,Costa Rica,Costa Rica,CR,42.38,77.2,90.89,90.89,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 06:00:00,Costa Rica,Costa Rica,CR,41.41,77.13,91.06,91.06,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 07:00:00,Costa Rica,Costa Rica,CR,42.16,77.78,90.92,90.92,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 08:00:00,Costa Rica,Costa Rica,CR,42.95,80.2,90.68,90.68,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 09:00:00,Costa Rica,Costa Rica,CR,43.39,79.29,90.65,90.65,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 10:00:00,Costa Rica,Costa Rica,CR,43.92,80.34,90.51,90.51,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 11:00:00,Costa Rica,Costa Rica,CR,41.12,77.15,91.03,91.03,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 12:00:00,Costa Rica,Costa Rica,CR,39.24,74.54,91.44,91.44,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 13:00:00,Costa Rica,Costa Rica,CR,36.76,71.24,91.95,91.95,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 14:00:00,Costa Rica,Costa Rica,CR,39.38,76.26,91.29,91.29,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 15:00:00,Costa Rica,Costa Rica,CR,40.22,77.0,91.12,91.12,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 16:00:00,Costa Rica,Costa Rica,CR,41.01,78.2,90.96,90.95,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 17:00:00,Costa Rica,Costa Rica,CR,41.95,78.04,90.83,90.83,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 18:00:00,Costa Rica,Costa Rica,CR,46.85,84.95,89.72,89.72,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 19:00:00,Costa Rica,Costa Rica,CR,45.22,84.16,89.97,89.97,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 20:00:00,Costa Rica,Costa Rica,CR,48.76,89.02,89.13,89.13,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 21:00:00,Costa Rica,Costa Rica,CR,47.46,88.09,89.36,89.36,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 22:00:00,Costa Rica,Costa Rica,CR,47.95,88.48,89.27,89.27,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 23:00:00,Costa Rica,Costa Rica,CR,42.79,82.96,90.41,90.41,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 00:00:00,Costa Rica,Costa Rica,CR,42.87,77.42,90.72,90.72,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 01:00:00,Costa Rica,Costa Rica,CR,42.13,76.65,90.88,90.88,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 02:00:00,Costa Rica,Costa Rica,CR,43.47,78.94,90.69,90.69,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 03:00:00,Costa Rica,Costa Rica,CR,43.29,79.04,90.69,90.69,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 04:00:00,Costa Rica,Costa Rica,CR,40.08,75.73,91.27,91.27,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 05:00:00,Costa Rica,Costa Rica,CR,41.5,76.52,91.07,91.07,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 06:00:00,Costa Rica,Costa Rica,CR,48.75,84.32,89.67,89.67,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 07:00:00,Costa Rica,Costa Rica,CR,48.91,85.35,89.55,89.55,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 08:00:00,Costa Rica,Costa Rica,CR,50.81,87.31,89.18,89.18,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 09:00:00,Costa Rica,Costa Rica,CR,50.33,87.61,89.25,89.24,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 10:00:00,Costa Rica,Costa Rica,CR,49.91,86.95,89.31,89.31,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 11:00:00,Costa Rica,Costa Rica,CR,44.9,83.53,90.16,90.16,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 12:00:00,Costa Rica,Costa Rica,CR,41.46,77.34,90.98,90.98,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 13:00:00,Costa Rica,Costa Rica,CR,38.5,74.08,91.57,91.57,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 14:00:00,Costa Rica,Costa Rica,CR,37.91,72.64,91.7,91.7,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 15:00:00,Costa Rica,Costa Rica,CR,37.31,72.0,91.82,91.82,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 16:00:00,Costa Rica,Costa Rica,CR,38.48,72.25,91.66,91.66,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 17:00:00,Costa Rica,Costa Rica,CR,37.46,70.87,91.89,91.89,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 18:00:00,Costa Rica,Costa Rica,CR,40.93,75.72,91.14,91.14,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 19:00:00,Costa Rica,Costa Rica,CR,41.43,77.18,90.95,90.95,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 20:00:00,Costa Rica,Costa Rica,CR,42.91,79.83,90.58,90.58,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 21:00:00,Costa Rica,Costa Rica,CR,43.87,81.45,90.35,90.35,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 22:00:00,Costa Rica,Costa Rica,CR,42.17,79.41,90.67,90.67,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 23:00:00,Costa Rica,Costa Rica,CR,39.35,74.62,91.34,91.34,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 00:00:00,Costa Rica,Costa Rica,CR,42.53,77.94,90.76,90.76,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 01:00:00,Costa Rica,Costa Rica,CR,43.48,78.85,90.59,90.59,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 02:00:00,Costa Rica,Costa Rica,CR,42.79,78.56,90.68,90.68,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 03:00:00,Costa Rica,Costa Rica,CR,41.28,76.88,90.97,90.97,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 04:00:00,Costa Rica,Costa Rica,CR,40.05,75.2,91.31,91.31,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 05:00:00,Costa Rica,Costa Rica,CR,36.92,72.75,91.97,91.97,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 06:00:00,Costa Rica,Costa Rica,CR,40.55,75.44,91.29,91.29,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 07:00:00,Costa Rica,Costa Rica,CR,42.9,77.76,90.86,90.86,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 08:00:00,Costa Rica,Costa Rica,CR,41.92,76.78,91.05,91.05,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 09:00:00,Costa Rica,Costa Rica,CR,39.85,75.45,91.41,91.41,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 10:00:00,Costa Rica,Costa Rica,CR,39.34,75.86,91.45,91.45,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 11:00:00,Costa Rica,Costa Rica,CR,40.28,75.93,91.25,91.25,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 12:00:00,Costa Rica,Costa Rica,CR,40.81,76.03,91.19,91.19,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 13:00:00,Costa Rica,Costa Rica,CR,38.76,73.82,91.58,91.57,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 14:00:00,Costa Rica,Costa Rica,CR,38.7,73.0,91.6,91.6,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 15:00:00,Costa Rica,Costa Rica,CR,37.16,72.48,91.82,91.82,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 16:00:00,Costa Rica,Costa Rica,CR,39.36,73.11,91.49,91.49,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 17:00:00,Costa Rica,Costa Rica,CR,37.94,71.4,91.79,91.79,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 18:00:00,Costa Rica,Costa Rica,CR,39.69,73.86,91.38,91.38,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 19:00:00,Costa Rica,Costa Rica,CR,41.05,76.2,91.03,91.03,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 20:00:00,Costa Rica,Costa Rica,CR,40.34,76.56,91.07,91.07,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 21:00:00,Costa Rica,Costa Rica,CR,39.83,76.42,91.14,91.14,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 22:00:00,Costa Rica,Costa Rica,CR,39.38,75.91,91.22,91.22,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 23:00:00,Costa Rica,Costa Rica,CR,39.27,74.41,91.37,91.37,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 00:00:00,Costa Rica,Costa Rica,CR,42.33,77.53,90.82,90.82,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 01:00:00,Costa Rica,Costa Rica,CR,44.3,79.7,90.44,90.44,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 02:00:00,Costa Rica,Costa Rica,CR,44.17,80.13,90.38,90.38,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 03:00:00,Costa Rica,Costa Rica,CR,44.6,80.76,90.3,90.3,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 04:00:00,Costa Rica,Costa Rica,CR,41.09,76.31,91.05,91.04,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 05:00:00,Costa Rica,Costa Rica,CR,41.03,76.99,91.12,91.12,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 06:00:00,Costa Rica,Costa Rica,CR,42.84,77.53,90.87,90.86,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 07:00:00,Costa Rica,Costa Rica,CR,43.04,77.01,90.89,90.89,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 08:00:00,Costa Rica,Costa Rica,CR,43.53,77.61,90.79,90.79,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 09:00:00,Costa Rica,Costa Rica,CR,43.83,77.54,90.76,90.76,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 10:00:00,Costa Rica,Costa Rica,CR,42.38,76.88,90.96,90.96,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 11:00:00,Costa Rica,Costa Rica,CR,40.71,75.94,91.18,91.18,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 12:00:00,Costa Rica,Costa Rica,CR,43.43,78.29,90.69,90.68,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 13:00:00,Costa Rica,Costa Rica,CR,41.84,76.78,90.97,90.97,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 14:00:00,Costa Rica,Costa Rica,CR,41.27,75.54,91.09,91.09,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 15:00:00,Costa Rica,Costa Rica,CR,41.17,75.9,91.07,91.07,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 16:00:00,Costa Rica,Costa Rica,CR,38.7,72.58,91.61,91.61,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 17:00:00,Costa Rica,Costa Rica,CR,37.82,71.32,91.81,91.81,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 18:00:00,Costa Rica,Costa Rica,CR,40.25,75.05,91.24,91.24,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 19:00:00,Costa Rica,Costa Rica,CR,40.35,75.5,91.16,91.16,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
